Sample,Iteration,Kernel,Accuracy,C,Gamma
S2,49,poly,0.9590643274853801,10.0,0.46415888336127775
S2,50,linear,0.9649122807017544,0.004641588833612777,215.44346900318823
S2,50,rbf,0.935672514619883,215.44346900318823,0.1
S2,50,poly,0.7894736842105263,0.1,0.001
S2,51,linear,0.9649122807017544,0.004641588833612777,0.001
S2,51,rbf,0.9649122807017544,0.46415888336127775,10.0
S2,51,poly,0.9298245614035088,2.154434690031882,215.44346900318823
S2,52,linear,0.9473684210526315,215.44346900318823,1000.0
S2,52,rbf,0.631578947368421,0.001,0.001
S2,52,poly,0.7894736842105263,0.1,0.001
S2,53,linear,0.9590643274853801,46.41588833612773,10.0
S2,53,rbf,0.631578947368421,0.004641588833612777,0.021544346900318832
S2,53,poly,0.6374269005847953,0.001,0.001
S2,54,linear,0.935672514619883,0.001,46.41588833612773
S2,54,rbf,0.631578947368421,0.004641588833612777,0.1
S2,54,poly,0.9298245614035088,2.154434690031882,0.46415888336127775
S2,55,linear,0.9473684210526315,1000.0,0.004641588833612777
S2,55,rbf,0.631578947368421,0.004641588833612777,0.004641588833612777
S2,55,poly,0.9415204678362573,215.44346900318823,0.004641588833612777
S2,56,linear,0.9649122807017544,0.021544346900318832,0.001
S2,56,rbf,0.935672514619883,215.44346900318823,10.0
S2,56,poly,0.9473684210526315,1000.0,10.0
S2,57,linear,0.935672514619883,0.001,46.41588833612773
S2,57,rbf,0.8654970760233918,0.021544346900318832,46.41588833612773
S2,57,poly,0.9649122807017544,46.41588833612773,0.1
S2,58,linear,0.935672514619883,0.001,215.44346900318823
S2,58,rbf,0.9590643274853801,0.1,215.44346900318823
S2,58,poly,0.7134502923976608,0.021544346900318832,0.021544346900318832
S2,59,linear,0.9590643274853801,2.154434690031882,0.004641588833612777
S2,59,rbf,0.935672514619883,215.44346900318823,1000.0
S2,59,poly,0.7134502923976608,0.021544346900318832,0.004641588833612777
S2,60,linear,0.9649122807017544,0.021544346900318832,0.46415888336127775
S2,60,rbf,0.9532163742690059,10.0,0.021544346900318832
S2,60,poly,0.9590643274853801,10.0,0.1
S2,61,linear,0.9473684210526315,1000.0,2.154434690031882
S2,61,rbf,0.935672514619883,46.41588833612773,0.021544346900318832
S2,61,poly,0.9649122807017544,46.41588833612773,2.154434690031882
S2,62,linear,0.9649122807017544,10.0,215.44346900318823
S2,62,rbf,0.935672514619883,215.44346900318823,0.004641588833612777
S2,62,poly,0.9649122807017544,46.41588833612773,10.0
S2,63,linear,0.9590643274853801,46.41588833612773,0.46415888336127775
S2,63,rbf,0.935672514619883,215.44346900318823,46.41588833612773
S2,63,poly,0.9473684210526315,1000.0,0.46415888336127775
S2,64,linear,0.9473684210526315,0.46415888336127775,0.001
S2,64,rbf,0.9532163742690059,10.0,2.154434690031882
S2,64,poly,0.9649122807017544,46.41588833612773,10.0
S2,65,linear,0.9649122807017544,0.004641588833612777,2.154434690031882
S2,65,rbf,0.9649122807017544,0.46415888336127775,0.004641588833612777
S2,65,poly,0.9298245614035088,2.154434690031882,215.44346900318823
S2,66,linear,0.9590643274853801,2.154434690031882,1000.0
S2,66,rbf,0.935672514619883,215.44346900318823,0.001
S2,66,poly,0.7894736842105263,0.1,0.46415888336127775
S2,67,linear,0.9473684210526315,0.46415888336127775,0.021544346900318832
S2,67,rbf,0.935672514619883,46.41588833612773,2.154434690031882
S2,67,poly,0.9298245614035088,2.154434690031882,215.44346900318823
S2,68,linear,0.9649122807017544,0.021544346900318832,10.0
S2,68,rbf,0.631578947368421,0.004641588833612777,0.46415888336127775
S2,68,poly,0.8771929824561403,0.46415888336127775,10.0
S2,69,linear,0.935672514619883,0.001,2.154434690031882
S2,69,rbf,0.935672514619883,1000.0,46.41588833612773
S2,69,poly,0.9649122807017544,46.41588833612773,1000.0
S2,70,linear,0.9473684210526315,0.46415888336127775,0.46415888336127775
S2,70,rbf,0.9532163742690059,10.0,0.1
S2,70,poly,0.6374269005847953,0.001,0.001
S2,71,linear,0.9649122807017544,0.004641588833612777,0.1
S2,71,rbf,0.631578947368421,0.004641588833612777,1000.0
S2,71,poly,0.9473684210526315,1000.0,0.1
S2,72,linear,0.9649122807017544,0.004641588833612777,0.46415888336127775
S2,72,rbf,0.935672514619883,1000.0,1000.0
S2,72,poly,0.6374269005847953,0.001,0.1
S2,73,linear,0.9649122807017544,10.0,0.021544346900318832
S2,73,rbf,0.9590643274853801,0.1,215.44346900318823
S2,73,poly,0.7134502923976608,0.021544346900318832,0.1
S2,74,linear,0.9473684210526315,215.44346900318823,1000.0
S2,74,rbf,0.9649122807017544,0.46415888336127775,0.46415888336127775
S2,74,poly,0.9590643274853801,10.0,46.41588833612773
S2,75,linear,0.9473684210526315,1000.0,0.021544346900318832
S2,75,rbf,0.935672514619883,215.44346900318823,2.154434690031882
S2,75,poly,0.8771929824561403,0.46415888336127775,0.004641588833612777
S2,76,linear,0.9590643274853801,2.154434690031882,215.44346900318823
S2,76,rbf,0.9590643274853801,2.154434690031882,0.1
S2,76,poly,0.9415204678362573,215.44346900318823,1000.0
S2,77,linear,0.9473684210526315,0.46415888336127775,0.021544346900318832
S2,77,rbf,0.9590643274853801,0.1,10.0
S2,77,poly,0.9415204678362573,215.44346900318823,215.44346900318823
S2,78,linear,0.935672514619883,0.001,0.001
S2,78,rbf,0.631578947368421,0.004641588833612777,2.154434690031882
S2,78,poly,0.9649122807017544,46.41588833612773,10.0
S2,79,linear,0.9649122807017544,0.004641588833612777,0.1
S2,79,rbf,0.935672514619883,46.41588833612773,0.46415888336127775
S2,79,poly,0.9590643274853801,10.0,0.021544346900318832
S2,80,linear,0.9473684210526315,1000.0,215.44346900318823
S2,80,rbf,0.9590643274853801,0.1,2.154434690031882
S2,80,poly,0.9590643274853801,10.0,0.004641588833612777
S2,81,linear,0.9649122807017544,10.0,46.41588833612773
S2,81,rbf,0.935672514619883,1000.0,0.46415888336127775
S2,81,poly,0.7894736842105263,0.1,0.1
S2,82,linear,0.9590643274853801,46.41588833612773,0.46415888336127775
S2,82,rbf,0.8654970760233918,0.021544346900318832,0.46415888336127775
S2,82,poly,0.8771929824561403,0.46415888336127775,215.44346900318823
S2,83,linear,0.9590643274853801,0.1,46.41588833612773
S2,83,rbf,0.631578947368421,0.004641588833612777,46.41588833612773
S2,83,poly,0.9415204678362573,215.44346900318823,0.001
S2,84,linear,0.9649122807017544,0.021544346900318832,2.154434690031882
S2,84,rbf,0.935672514619883,46.41588833612773,215.44346900318823
S2,84,poly,0.9590643274853801,10.0,0.004641588833612777
S2,85,linear,0.9473684210526315,0.46415888336127775,0.004641588833612777
S2,85,rbf,0.935672514619883,215.44346900318823,10.0
S2,85,poly,0.7894736842105263,0.1,10.0
S2,86,linear,0.9649122807017544,0.004641588833612777,0.1
S2,86,rbf,0.9590643274853801,0.1,0.021544346900318832
S2,86,poly,0.7134502923976608,0.021544346900318832,10.0
S2,87,linear,0.9473684210526315,1000.0,46.41588833612773
S2,87,rbf,0.631578947368421,0.004641588833612777,10.0
S2,87,poly,0.9590643274853801,10.0,215.44346900318823
S2,88,linear,0.935672514619883,0.001,0.1
S2,88,rbf,0.9532163742690059,10.0,0.021544346900318832
S2,88,poly,0.6374269005847953,0.001,0.004641588833612777
S2,89,linear,0.9473684210526315,1000.0,10.0
S2,89,rbf,0.631578947368421,0.001,0.021544346900318832
S2,89,poly,0.6783625730994152,0.004641588833612777,0.001
S2,90,linear,0.9590643274853801,2.154434690031882,10.0
S2,90,rbf,0.9590643274853801,0.1,215.44346900318823
S2,90,poly,0.9415204678362573,215.44346900318823,0.021544346900318832
S2,91,linear,0.9590643274853801,2.154434690031882,0.021544346900318832
S2,91,rbf,0.9590643274853801,0.1,215.44346900318823
S2,91,poly,0.9415204678362573,215.44346900318823,1000.0
S2,92,linear,0.9473684210526315,0.46415888336127775,0.001
S2,92,rbf,0.631578947368421,0.001,0.001
S2,92,poly,0.6783625730994152,0.004641588833612777,2.154434690031882
S2,93,linear,0.935672514619883,0.001,0.46415888336127775
S2,93,rbf,0.9590643274853801,0.1,1000.0
S2,93,poly,0.7894736842105263,0.1,0.021544346900318832
S2,94,linear,0.9590643274853801,0.1,46.41588833612773
S2,94,rbf,0.9590643274853801,2.154434690031882,215.44346900318823
S2,94,poly,0.9298245614035088,2.154434690031882,1000.0
S2,95,linear,0.9590643274853801,46.41588833612773,2.154434690031882
S2,95,rbf,0.9590643274853801,0.1,2.154434690031882
S2,95,poly,0.9649122807017544,46.41588833612773,0.001
S2,96,linear,0.9590643274853801,46.41588833612773,1000.0
S2,96,rbf,0.935672514619883,46.41588833612773,0.021544346900318832
S2,96,poly,0.7894736842105263,0.1,215.44346900318823
S2,97,linear,0.9590643274853801,0.1,0.004641588833612777
S2,97,rbf,0.935672514619883,46.41588833612773,46.41588833612773
S2,97,poly,0.9298245614035088,2.154434690031882,0.1
S2,98,linear,0.9590643274853801,46.41588833612773,0.004641588833612777
S2,98,rbf,0.935672514619883,46.41588833612773,0.46415888336127775
S2,98,poly,0.7894736842105263,0.1,0.1
S2,99,linear,0.9649122807017544,10.0,0.1
S2,99,rbf,0.8654970760233918,0.021544346900318832,10.0
S2,99,poly,0.9298245614035088,2.154434690031882,0.021544346900318832
S3,0,linear,0.9415204678362573,10.0,0.004641588833612777
S3,0,rbf,0.9532163742690059,0.1,2.154434690031882
S3,0,poly,0.9532163742690059,215.44346900318823,0.021544346900318832
S3,1,linear,0.9298245614035088,1000.0,0.1
S3,1,rbf,0.6081871345029239,0.001,215.44346900318823
S3,1,poly,0.7719298245614035,0.021544346900318832,10.0
S3,2,linear,0.9298245614035088,46.41588833612773,0.021544346900318832
S3,2,rbf,0.9298245614035088,1000.0,215.44346900318823
S3,2,poly,0.9239766081871345,1000.0,46.41588833612773
S3,3,linear,0.9415204678362573,10.0,215.44346900318823
S3,3,rbf,0.9473684210526315,10.0,10.0
S3,3,poly,0.9532163742690059,215.44346900318823,2.154434690031882
S3,4,linear,0.9590643274853801,0.004641588833612777,1000.0
S3,4,rbf,0.8538011695906432,0.021544346900318832,2.154434690031882
S3,4,poly,0.9532163742690059,215.44346900318823,2.154434690031882
S3,5,linear,0.9824561403508771,0.46415888336127775,10.0
S3,5,rbf,0.9298245614035088,215.44346900318823,46.41588833612773
S3,5,poly,0.8947368421052632,0.46415888336127775,0.004641588833612777
S3,6,linear,0.9707602339181286,0.021544346900318832,0.1
S3,6,rbf,0.6081871345029239,0.001,2.154434690031882
S3,6,poly,0.9532163742690059,215.44346900318823,2.154434690031882
S3,7,linear,0.9707602339181286,0.021544346900318832,215.44346900318823
S3,7,rbf,0.9473684210526315,10.0,10.0
S3,7,poly,0.9239766081871345,1000.0,2.154434690031882
S3,8,linear,0.9298245614035088,46.41588833612773,0.001
S3,8,rbf,0.9298245614035088,1000.0,0.1
S3,8,poly,0.6374269005847953,0.001,1000.0
S3,9,linear,0.9824561403508771,0.46415888336127775,10.0
S3,9,rbf,0.9298245614035088,215.44346900318823,215.44346900318823
S3,9,poly,0.9473684210526315,10.0,0.46415888336127775
S3,10,linear,0.9941520467836257,0.1,0.001
S3,10,rbf,0.9766081871345029,0.46415888336127775,0.021544346900318832
S3,10,poly,0.9298245614035088,2.154434690031882,10.0
S3,11,linear,0.9649122807017544,2.154434690031882,10.0
S3,11,rbf,0.6081871345029239,0.004641588833612777,46.41588833612773
S3,11,poly,0.9473684210526315,10.0,46.41588833612773
S3,12,linear,0.9532163742690059,0.001,0.1
S3,12,rbf,0.9298245614035088,215.44346900318823,2.154434690031882
S3,12,poly,0.8947368421052632,0.46415888336127775,2.154434690031882
S3,13,linear,0.9532163742690059,0.001,0.001
S3,13,rbf,0.9766081871345029,2.154434690031882,46.41588833612773
S3,13,poly,0.6374269005847953,0.001,1000.0
S3,14,linear,0.9298245614035088,46.41588833612773,0.001
S3,14,rbf,0.9532163742690059,0.1,0.1
S3,14,poly,0.6900584795321637,0.004641588833612777,0.46415888336127775
S3,15,linear,0.9415204678362573,10.0,1000.0
S3,15,rbf,0.9473684210526315,10.0,46.41588833612773
S3,15,poly,0.8596491228070176,0.1,0.001
S3,16,linear,0.9649122807017544,2.154434690031882,0.1
S3,16,rbf,0.6081871345029239,0.004641588833612777,0.46415888336127775
S3,16,poly,0.9532163742690059,215.44346900318823,10.0
S3,17,linear,0.9824561403508771,0.46415888336127775,0.001
S3,17,rbf,0.9766081871345029,0.46415888336127775,0.1
S3,17,poly,0.9473684210526315,10.0,0.021544346900318832
S3,18,linear,0.9298245614035088,1000.0,0.1
S3,18,rbf,0.9766081871345029,0.46415888336127775,0.004641588833612777
S3,18,poly,0.6374269005847953,0.001,0.004641588833612777
S3,19,linear,0.9941520467836257,0.1,0.004641588833612777
S3,19,rbf,0.9766081871345029,0.46415888336127775,1000.0
S3,19,poly,0.6900584795321637,0.004641588833612777,0.004641588833612777
S3,20,linear,0.9532163742690059,0.001,0.46415888336127775
S3,20,rbf,0.9766081871345029,2.154434690031882,0.001
S3,20,poly,0.8947368421052632,0.46415888336127775,215.44346900318823
S3,21,linear,0.9941520467836257,0.1,0.46415888336127775
S3,21,rbf,0.9298245614035088,215.44346900318823,0.1
S3,21,poly,0.9239766081871345,1000.0,0.004641588833612777
S3,22,linear,0.9298245614035088,1000.0,2.154434690031882
S3,22,rbf,0.9473684210526315,10.0,0.46415888336127775
S3,22,poly,0.6900584795321637,0.004641588833612777,215.44346900318823
S3,23,linear,0.9298245614035088,215.44346900318823,46.41588833612773
S3,23,rbf,0.9766081871345029,0.46415888336127775,215.44346900318823
S3,23,poly,0.7719298245614035,0.021544346900318832,0.1
S3,24,linear,0.9532163742690059,0.001,46.41588833612773
S3,24,rbf,0.9532163742690059,0.1,0.001
S3,24,poly,0.9473684210526315,10.0,46.41588833612773
S3,25,linear,0.9298245614035088,1000.0,2.154434690031882
S3,25,rbf,0.9766081871345029,0.46415888336127775,0.1
S3,25,poly,0.8947368421052632,0.46415888336127775,0.46415888336127775
S3,26,linear,0.9415204678362573,10.0,1000.0
S3,26,rbf,0.9473684210526315,10.0,0.1
S3,26,poly,0.6374269005847953,0.001,46.41588833612773
S3,27,linear,0.9941520467836257,0.1,46.41588833612773
S3,27,rbf,0.9239766081871345,46.41588833612773,0.001
S3,27,poly,0.9649122807017544,46.41588833612773,0.004641588833612777
S3,28,linear,0.9532163742690059,0.001,215.44346900318823
S3,28,rbf,0.9473684210526315,10.0,10.0
S3,28,poly,0.9649122807017544,46.41588833612773,46.41588833612773
S3,29,linear,0.9941520467836257,0.1,0.001
S3,29,rbf,0.6081871345029239,0.001,0.1
S3,29,poly,0.9239766081871345,1000.0,215.44346900318823
S3,30,linear,0.9941520467836257,0.1,10.0
S3,30,rbf,0.9473684210526315,10.0,215.44346900318823
S3,30,poly,0.9298245614035088,2.154434690031882,0.46415888336127775
S3,31,linear,0.9298245614035088,1000.0,10.0
S3,31,rbf,0.9298245614035088,215.44346900318823,0.001
S3,31,poly,0.9239766081871345,1000.0,10.0
S3,32,linear,0.9649122807017544,2.154434690031882,2.154434690031882
S3,32,rbf,0.8538011695906432,0.021544346900318832,2.154434690031882
S3,32,poly,0.7719298245614035,0.021544346900318832,10.0
S3,33,linear,0.9590643274853801,0.004641588833612777,0.021544346900318832
S3,33,rbf,0.9298245614035088,1000.0,215.44346900318823
S3,33,poly,0.8596491228070176,0.1,0.46415888336127775
S3,34,linear,0.9532163742690059,0.001,10.0
S3,34,rbf,0.6081871345029239,0.004641588833612777,10.0
S3,34,poly,0.8947368421052632,0.46415888336127775,0.004641588833612777
S3,35,linear,0.9590643274853801,0.004641588833612777,0.46415888336127775
S3,35,rbf,0.6081871345029239,0.004641588833612777,215.44346900318823
S3,35,poly,0.6900584795321637,0.004641588833612777,1000.0
S3,36,linear,0.9590643274853801,0.004641588833612777,1000.0
S3,36,rbf,0.9766081871345029,0.46415888336127775,0.021544346900318832
S3,36,poly,0.9239766081871345,1000.0,0.46415888336127775
S3,37,linear,0.9649122807017544,2.154434690031882,46.41588833612773
S3,37,rbf,0.9298245614035088,1000.0,215.44346900318823
S3,37,poly,0.7719298245614035,0.021544346900318832,0.021544346900318832
S3,38,linear,0.9298245614035088,46.41588833612773,0.001
S3,38,rbf,0.9473684210526315,10.0,1000.0
S3,38,poly,0.9298245614035088,2.154434690031882,0.021544346900318832
S3,39,linear,0.9707602339181286,0.021544346900318832,46.41588833612773
S3,39,rbf,0.9532163742690059,0.1,0.001
S3,39,poly,0.9532163742690059,215.44346900318823,0.1
S3,40,linear,0.9415204678362573,10.0,1000.0
S3,40,rbf,0.9298245614035088,215.44346900318823,10.0
S3,40,poly,0.6374269005847953,0.001,10.0
S3,41,linear,0.9824561403508771,0.46415888336127775,0.001
S3,41,rbf,0.6081871345029239,0.004641588833612777,2.154434690031882
S3,41,poly,0.9532163742690059,215.44346900318823,0.021544346900318832
S3,42,linear,0.9298245614035088,215.44346900318823,0.1
S3,42,rbf,0.9766081871345029,2.154434690031882,1000.0
S3,42,poly,0.6374269005847953,0.001,2.154434690031882
S3,43,linear,0.9824561403508771,0.46415888336127775,0.001
S3,43,rbf,0.6081871345029239,0.001,215.44346900318823
S3,43,poly,0.9239766081871345,1000.0,0.1
S3,44,linear,0.9298245614035088,1000.0,215.44346900318823
S3,44,rbf,0.9473684210526315,10.0,0.1
S3,44,poly,0.6374269005847953,0.001,1000.0
S3,45,linear,0.9649122807017544,2.154434690031882,1000.0
S3,45,rbf,0.9298245614035088,1000.0,10.0
S3,45,poly,0.9649122807017544,46.41588833612773,0.001
S3,46,linear,0.9415204678362573,10.0,2.154434690031882
S3,46,rbf,0.9473684210526315,10.0,1000.0
S3,46,poly,0.9239766081871345,1000.0,0.001
S3,47,linear,0.9590643274853801,0.004641588833612777,0.1
S3,47,rbf,0.9239766081871345,46.41588833612773,0.004641588833612777
S3,47,poly,0.9649122807017544,46.41588833612773,46.41588833612773
S3,48,linear,0.9590643274853801,0.004641588833612777,215.44346900318823
S3,48,rbf,0.9473684210526315,10.0,46.41588833612773
S3,48,poly,0.8596491228070176,0.1,0.004641588833612777
S3,49,linear,0.9590643274853801,0.004641588833612777,1000.0
S3,49,rbf,0.9766081871345029,2.154434690031882,0.004641588833612777
S3,49,poly,0.9298245614035088,2.154434690031882,0.1
S3,50,linear,0.9649122807017544,2.154434690031882,215.44346900318823
S3,50,rbf,0.9298245614035088,1000.0,0.021544346900318832
S3,50,poly,0.8596491228070176,0.1,215.44346900318823
S3,51,linear,0.9298245614035088,215.44346900318823,46.41588833612773
S3,51,rbf,0.9532163742690059,0.1,2.154434690031882
S3,51,poly,0.9473684210526315,10.0,0.004641588833612777
S3,52,linear,0.9590643274853801,0.004641588833612777,46.41588833612773
S3,52,rbf,0.9239766081871345,46.41588833612773,10.0
S3,52,poly,0.6374269005847953,0.001,1000.0
S3,53,linear,0.9707602339181286,0.021544346900318832,0.1
S3,53,rbf,0.8538011695906432,0.021544346900318832,0.001
S3,53,poly,0.9649122807017544,46.41588833612773,0.004641588833612777
S3,54,linear,0.9707602339181286,0.021544346900318832,2.154434690031882
S3,54,rbf,0.9298245614035088,1000.0,1000.0
S3,54,poly,0.9649122807017544,46.41588833612773,0.021544346900318832
S3,55,linear,0.9532163742690059,0.001,0.1
S3,55,rbf,0.9239766081871345,46.41588833612773,0.004641588833612777
S3,55,poly,0.9473684210526315,10.0,46.41588833612773
S3,56,linear,0.9532163742690059,0.001,1000.0
S3,56,rbf,0.9766081871345029,2.154434690031882,2.154434690031882
S3,56,poly,0.8596491228070176,0.1,0.1
S3,57,linear,0.9298245614035088,46.41588833612773,0.1
S3,57,rbf,0.9298245614035088,215.44346900318823,46.41588833612773
S3,57,poly,0.7719298245614035,0.021544346900318832,215.44346900318823
S3,58,linear,0.9298245614035088,46.41588833612773,0.004641588833612777
S3,58,rbf,0.9766081871345029,0.46415888336127775,0.004641588833612777
S3,58,poly,0.8596491228070176,0.1,0.021544346900318832
S3,59,linear,0.9590643274853801,0.004641588833612777,10.0
S3,59,rbf,0.9298245614035088,215.44346900318823,1000.0
S3,59,poly,0.9298245614035088,2.154434690031882,46.41588833612773
S3,60,linear,0.9649122807017544,2.154434690031882,1000.0
S3,60,rbf,0.9239766081871345,46.41588833612773,0.021544346900318832
S3,60,poly,0.9298245614035088,2.154434690031882,2.154434690031882
S3,61,linear,0.9298245614035088,46.41588833612773,0.021544346900318832
S3,61,rbf,0.9298245614035088,215.44346900318823,46.41588833612773
S3,61,poly,0.7719298245614035,0.021544346900318832,0.021544346900318832
S3,62,linear,0.9298245614035088,215.44346900318823,10.0
S3,62,rbf,0.6081871345029239,0.004641588833612777,0.001
S3,62,poly,0.9473684210526315,10.0,0.004641588833612777
S3,63,linear,0.9941520467836257,0.1,0.021544346900318832
S3,63,rbf,0.9298245614035088,1000.0,10.0
S3,63,poly,0.8947368421052632,0.46415888336127775,2.154434690031882
S3,64,linear,0.9415204678362573,10.0,10.0
S3,64,rbf,0.9532163742690059,0.1,1000.0
S3,64,poly,0.9239766081871345,1000.0,0.46415888336127775
S3,65,linear,0.9824561403508771,0.46415888336127775,46.41588833612773
S3,65,rbf,0.8538011695906432,0.021544346900318832,0.021544346900318832
S3,65,poly,0.9239766081871345,1000.0,0.1
S3,66,linear,0.9298245614035088,46.41588833612773,215.44346900318823
S3,66,rbf,0.9298245614035088,1000.0,0.004641588833612777
S3,66,poly,0.9532163742690059,215.44346900318823,46.41588833612773
S3,67,linear,0.9532163742690059,0.001,0.004641588833612777
S3,67,rbf,0.6081871345029239,0.001,0.021544346900318832
S3,67,poly,0.9532163742690059,215.44346900318823,1000.0
S3,68,linear,0.9941520467836257,0.1,0.004641588833612777
S3,68,rbf,0.9239766081871345,46.41588833612773,10.0
S3,68,poly,0.8596491228070176,0.1,46.41588833612773
S3,69,linear,0.9707602339181286,0.021544346900318832,10.0
S3,69,rbf,0.6081871345029239,0.001,215.44346900318823
S3,69,poly,0.6900584795321637,0.004641588833612777,0.1
S3,70,linear,0.9532163742690059,0.001,46.41588833612773
S3,70,rbf,0.9532163742690059,0.1,0.021544346900318832
S3,70,poly,0.9532163742690059,215.44346900318823,1000.0
S3,71,linear,0.9298245614035088,46.41588833612773,0.001
S3,71,rbf,0.9532163742690059,0.1,46.41588833612773
S3,71,poly,0.9298245614035088,2.154434690031882,0.1
S3,72,linear,0.9590643274853801,0.004641588833612777,0.021544346900318832
S3,72,rbf,0.6081871345029239,0.001,0.021544346900318832
S3,72,poly,0.9649122807017544,46.41588833612773,0.46415888336127775
S3,73,linear,0.9590643274853801,0.004641588833612777,0.1
S3,73,rbf,0.8538011695906432,0.021544346900318832,1000.0
S3,73,poly,0.9239766081871345,1000.0,46.41588833612773
S3,74,linear,0.9298245614035088,46.41588833612773,0.001
S3,74,rbf,0.9298245614035088,1000.0,10.0
S3,74,poly,0.9649122807017544,46.41588833612773,10.0
S3,75,linear,0.9590643274853801,0.004641588833612777,215.44346900318823
S3,75,rbf,0.9766081871345029,2.154434690031882,46.41588833612773
S3,75,poly,0.6374269005847953,0.001,0.001
S3,76,linear,0.9298245614035088,46.41588833612773,46.41588833612773
S3,76,rbf,0.9473684210526315,10.0,0.46415888336127775
S3,76,poly,0.8947368421052632,0.46415888336127775,2.154434690031882
S3,77,linear,0.9532163742690059,0.001,1000.0
S3,77,rbf,0.9766081871345029,2.154434690031882,1000.0
S3,77,poly,0.9239766081871345,1000.0,0.46415888336127775
S3,78,linear,0.9298245614035088,46.41588833612773,46.41588833612773
S3,78,rbf,0.9298245614035088,1000.0,46.41588833612773
S3,78,poly,0.7719298245614035,0.021544346900318832,2.154434690031882
S3,79,linear,0.9707602339181286,0.021544346900318832,1000.0
S3,79,rbf,0.9239766081871345,46.41588833612773,2.154434690031882
S3,79,poly,0.9473684210526315,10.0,0.021544346900318832
S3,80,linear,0.9298245614035088,46.41588833612773,0.46415888336127775
S3,80,rbf,0.9298245614035088,1000.0,0.46415888336127775
S3,80,poly,0.8947368421052632,0.46415888336127775,46.41588833612773
S3,81,linear,0.9298245614035088,1000.0,46.41588833612773
S3,81,rbf,0.9473684210526315,10.0,0.46415888336127775
S3,81,poly,0.9298245614035088,2.154434690031882,215.44346900318823
S3,82,linear,0.9707602339181286,0.021544346900318832,0.001
S3,82,rbf,0.9766081871345029,0.46415888336127775,0.001
S3,82,poly,0.8947368421052632,0.46415888336127775,0.021544346900318832
S3,83,linear,0.9298245614035088,215.44346900318823,215.44346900318823
S3,83,rbf,0.9239766081871345,46.41588833612773,2.154434690031882
S3,83,poly,0.6900584795321637,0.004641588833612777,0.001
S3,84,linear,0.9298245614035088,1000.0,215.44346900318823
S3,84,rbf,0.8538011695906432,0.021544346900318832,0.46415888336127775
S3,84,poly,0.9239766081871345,1000.0,0.021544346900318832
S3,85,linear,0.9824561403508771,0.46415888336127775,0.46415888336127775
S3,85,rbf,0.9298245614035088,1000.0,0.021544346900318832
S3,85,poly,0.9473684210526315,10.0,0.001
S3,86,linear,0.9941520467836257,0.1,0.021544346900318832
S3,86,rbf,0.9298245614035088,1000.0,0.46415888336127775
S3,86,poly,0.9649122807017544,46.41588833612773,1000.0
S3,87,linear,0.9298245614035088,1000.0,0.004641588833612777
S3,87,rbf,0.8538011695906432,0.021544346900318832,0.004641588833612777
S3,87,poly,0.9239766081871345,1000.0,0.021544346900318832
S3,88,linear,0.9824561403508771,0.46415888336127775,10.0
S3,88,rbf,0.9473684210526315,10.0,0.021544346900318832
S3,88,poly,0.6374269005847953,0.001,10.0
S3,89,linear,0.9298245614035088,215.44346900318823,0.004641588833612777
S3,89,rbf,0.9298245614035088,215.44346900318823,0.021544346900318832
S3,89,poly,0.6900584795321637,0.004641588833612777,215.44346900318823
S3,90,linear,0.9649122807017544,2.154434690031882,1000.0
S3,90,rbf,0.9239766081871345,46.41588833612773,0.004641588833612777
S3,90,poly,0.8596491228070176,0.1,0.1
S3,91,linear,0.9824561403508771,0.46415888336127775,215.44346900318823
S3,91,rbf,0.9298245614035088,215.44346900318823,10.0
S3,91,poly,0.6374269005847953,0.001,10.0
S3,92,linear,0.9590643274853801,0.004641588833612777,2.154434690031882
S3,92,rbf,0.9298245614035088,1000.0,0.1
S3,92,poly,0.8947368421052632,0.46415888336127775,0.021544346900318832
S3,93,linear,0.9941520467836257,0.1,0.004641588833612777
S3,93,rbf,0.9473684210526315,10.0,215.44346900318823
S3,93,poly,0.9473684210526315,10.0,1000.0
S3,94,linear,0.9941520467836257,0.1,2.154434690031882
S3,94,rbf,0.9239766081871345,46.41588833612773,10.0
S3,94,poly,0.9649122807017544,46.41588833612773,0.004641588833612777
S3,95,linear,0.9415204678362573,10.0,46.41588833612773
S3,95,rbf,0.9532163742690059,0.1,46.41588833612773
S3,95,poly,0.6900584795321637,0.004641588833612777,215.44346900318823
S3,96,linear,0.9298245614035088,46.41588833612773,215.44346900318823
S3,96,rbf,0.9298245614035088,1000.0,0.004641588833612777
S3,96,poly,0.9298245614035088,2.154434690031882,0.004641588833612777
S3,97,linear,0.9590643274853801,0.004641588833612777,215.44346900318823
S3,97,rbf,0.9239766081871345,46.41588833612773,0.004641588833612777
S3,97,poly,0.9473684210526315,10.0,0.46415888336127775
S3,98,linear,0.9298245614035088,215.44346900318823,0.004641588833612777
S3,98,rbf,0.9473684210526315,10.0,215.44346900318823
S3,98,poly,0.6900584795321637,0.004641588833612777,1000.0
S3,99,linear,0.9415204678362573,10.0,1000.0
S3,99,rbf,0.9298245614035088,215.44346900318823,0.001
S3,99,poly,0.9473684210526315,10.0,0.021544346900318832
S4,0,linear,0.9649122807017544,1000.0,0.46415888336127775
S4,0,rbf,0.6374269005847953,0.004641588833612777,0.46415888336127775
S4,0,poly,0.9590643274853801,1000.0,215.44346900318823
S4,1,linear,0.9824561403508771,0.1,2.154434690031882
